编号,id,微博正文,发布时间,情绪
419,4632514624493213,#政法队伍教育整顿##司法腐败##依法治国##渎职罪#向正义媒体求助！望立法深挖打击查处利用金融整顿等幌子打击优秀民企，制造冤假错案的龌龊行径………#首个法治中国建设专门规划#发布了头条文章：【举报偷漏税被判刑】《O网页链接》山东博山残疾人、曾经的明星企业家孙奉俊老板，因前妻出轨、“好友”觊觎，在他二人共同“运作”下，更有当地公检法税等各级机关积极“配合”，结果孙奉俊名下财产几乎全部被侵夺，人身健康被侵犯，声誉被损害，人生境遇陷于极大苦痛之中。造成这种悲惨状况的原因实在令人愤怒和惊诧，其惊悚不亚于一部人生悲剧的活剧本。在《O网页链接》一文中有详细记述。O网页链接O网页链接@中国残联@淄博政法@山东发布@山东省人民检察院@山东高法@人民日报@法治日报@CDTV新闻中心@中国警方在线@国家税务总局@人民公安报@人民公安报总编室@人民公安半月刊@南方周末,2021-05-02 21:10:00,"(anger,0.8),(disappointment,0.4),(shock,0.2),(fear,0.1)"
420,4643356937817145,#代表建议延长产假至3年#3年的产假期间，如果是国家发工资是一回事，而是用人单位自己想办法的话，女性在民企找工作就困难了。,2021-06-01 19:13:00,"(anger,0.4),(frustration,0.3),(injustice,0.2)"
421,4632881038623420,司法部与全国工商联将研究制定法治民企行动方案O网页链接,2021-05-03 21:26:00,"(anger,0.4),(frustration,0.3),(sadness,0.2)"
422,4632507825783977,今天在外面吃饭听见隔壁桌俩小哥的聊天小哥a说：我打算辞职小哥b惊：你不是刚换工作！？小哥a说：我觉得目前这份工作不适合我…小哥b说：？？？小哥a说：原来出差，打车费差不多1000块都能报销，现在这个公司一天只给40块车补！这不逼着我坐公交车吗？其实市内坐地铁、坐公交都可以接受，但是我打个车去机场一趟就一百多！哎…由奢入简难啊[捂脸]———————分割线———————嗯…小哥工作三年，刚从国企跳槽到民企…跳槽需谨慎啊～,2021-05-02 20:43:00,"(frustration,0.4),(sadness,0.3),(disappointment,0.2),(surprise,0.1)"
423,4634989483000645,#咸阳一路向阳#【#咸阳#电子信息产业集聚发展的“引擎”】5月9日16时30分许，咸阳#民企助咸共创共赢#发展大会代表车览中国电子西部智谷项目。该项目一期总投资约8亿元，总占地330亩，主要建设研发办公楼、定制研发办公楼、双创空间、展示中心、智能制造厂房。目前，该项目1.1期10万平方米已全部竣工，41栋标准化厂房已全部交付，入驻企业36户，储备企业300余户。预计项目全部建成后招引企业100余户，年实现产值30亿元，直接吸引3000多名专业人才回流，带动就业人员10000人以上。该项目的建设能够招引一大批以CEC8.6代线为核心的上下游配套中小企业入驻园区，带动咸阳高新区电子信息产业集聚发展。,2021-05-09 17:04:00,"(optimism,0.6),(confidence,0.3),(proud,0.1)"
424,4643369843690434,【检·爱┃“六·一”儿童节到来之际，线上“法律直通车”再度开进龙岗校园】为严格落实党中央及省市区开展党史学习教育和政法队伍教育整顿工作的总体部署和工作安排，更加细致高效地解决好龙岗辖区人民群众的操心事、烦心事和揪心事，龙检君近期将以“三提升一完善”——即窗口服务满意度提升、为民办实事数量提升、涉法涉诉案件办结率提升和完善工作机制为总体目标，围绕“我为群众办实事”主题开展系列活动，内容包括：群众信访件件有回复及“回头看”专项活动、“无障碍出行设施”专项检查、“窨井盖安全”专项检查、民企座谈会、司法救助等检察职能内容，切实为群众办实事、做好事、解难事。详情↓O检·爱┃“六·一”儿童节到来之际，线上“法律直通车”再度开进龙岗校园（来源：深圳市龙岗区人民检察院微信公众号）,2021-06-01 20:05:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
425,4630356416006663,严惩美团，让这些表面毕恭毕敬，背后阴邪骂娘的勾兑资本，表面服务大众，实则剥削底层的强盗民企涨涨记性，不要肆无忌惮视民生国法于不顾。,2021-04-26 22:14:00,"(anger,0.7),(suspicion,0.3),(disgust,0.2),(fear,0.1)"
426,4634987569614283,民企拍摄建党遗址纪录片，为建党一百周年献礼O民企拍摄建党遗址纪录片，为建党一百周年献礼,2021-05-09 16:56:00,"(pride,0.8),(glory,0.2),(satisfaction,0.1)"
427,4709350595888659,#电影邓小平小道#中国民企500强掌舵人彭国禄观影感受：电影《邓小平小道》非常震撼！非常感人！（中红网—红色旅游网）O网页链接,2021-11-30 21:49:00,"(touching,0.2),(admiration,0.1)"
428,4635002744342414,#咸阳一路向阳#【参会代表见证#咸阳#项目建设火热场面】伴随着挖掘机、吊车等机械的轰鸣声，5月9日下午，咸阳#民企助咸共创共赢#发展大会参会代表来到位于咸阳湖边的咸阳渭河高新大桥工程项目现场，见证咸阳项目建设的火热场面。该项目北起高新区高科一路与星光大道交叉口，南止沣西新城东云杉路与思源环南路交叉口。大桥主线全长1803米，其中桥梁长度891米；设计双向六车道，道路工程长度3908米，道路等级为城市主干路。项目于2020年10月开工建设，计划2023年5月完工。目前，施工便桥已搭建385米延伸至沣西新城区域，已完成渭河北岸桩基施工9根，钢护筒加工完成150米，河道内5号桩围堰正在施工。目前完成投资5000万元。该项目的建设对于加快推进西咸一体化进程，着力打造西安（咸阳）国际化大都市，为咸阳高新区社会发展、科技创新、经济腾飞、民众出行具有十分重大意义。（咸阳日报全媒体记者袁森王晓田周季）,2021-05-09 17:57:00,"(urgency,0.4),(importance,0.3),(positivity,0.2),(excitement,0.1)"
429,4634308893475590,突撤热门学科 中山大学学科建设的另类道路中山大学正在酝酿一场小型“风暴”。风暴中心，是这所华南第一学府的顶尖院系“岭南学院”。（一）4月27日，一封给中山大学校领导的公开信开始在社交媒体上广为传播，这封言辞恳切的信里写到：“不知中山大学突然做出这个重大决定的决策依据是什么？教师说，校领导通知学院领导，告知学校已作出的决定。”写信人是中山大学岭南学院的前院长舒元教授，他所说的，是中山大学岭南学院管理类学科即将被撤销一事。如果这个说法成真，那么未来的中山大学岭南学院，从本科到研究生教育都将只剩下经济类学科，其已建设多年的MBA、EMBA项目也将停止招生。而根据坊间看法，岭南学院的管理学科及MBA、EMBA项目目前是华南最佳。因此，在社交媒体上，这封信引发了普遍的震惊和不解。“学校如果要支持学科发展，那一定要支持最好的项目。没有说是最好的项目不做，去做其他的项目。所以我都不理解他们是什么逻辑。”4月24日，岭南学院MBA一年一度的春茗会上，舒元的一席讲话就表达了这种疑惑。这场特殊的春茗会让在场的岭南学院校友情绪复杂。在此之前，岭南学院MBA和EMBA将被撤销的消息还只是“传言”，在这次春茗会上则得到了证实。有学生在社交媒体上形容当时的感受：“我的精神家园从此就没有了。”随后，岭南学院EMBA校友会、MBA校友会、在读生联合组织分别发表公开信，表示对校方这一决定的不解，并呼吁学校在院系调整时尊重学科发展本身规律，不要以简单的行政命令替代学科建设规律。比公众更震惊的是中山大学岭南学院的校友和师生，他们的一大疑问来自该决定的程序是否合理。“（这样的）重大决策，没有学院教授参与这方面的调研工作，没有看到学校的调研报告，没有看到国际国内学科配置和发展的对比利弊分析。”调整以决定的形式被直接告知，并未给出任何理由。一旦学科裁撤，岭南学院现有的师生都将受到巨大冲击：管理学科的教师面临去留问题，在校学生则面临后续学业如何继续的问题。但据师生们表示，学校作出这一决定之前，他们并未收到任何事前沟通和问询，一切都显得非常突然。“没有人问过我们的意见。”而根据一些中大校友展示的《中山大学章程》相关规定，对于这种关系到切身利益的重大事项，教职工本应拥有知情权。在读生则在公开信中发出他们的疑问：“我们的学业、国际交流、师资是否都将毁于一旦，我们是否无法顺利完成学业？”根据公开信息统计，2016年至2020年期间，中山大学岭南学院获得国家社科重大课题10项，以第一作者发表中文一A期刊论文52篇，这些数据都位列中山大学文科院系之首。此外，岭南学院的经济学和商学都进入了ESI全球前1%。在首届泰晤士高等教育中国学科评级中，岭南学院管理科学与工程、工商管理均获得A+，应用经济学评级为A。2020年，岭南学院的MBA项目还再次获得了AMBA、EQUIS及AACSB三大国际认证。综合来看，岭南学院的管理学科和经济类学科实现了交融发展。这符合国际学科建设的战略需求，也与国际上商学院惯用的学科设置保持一致。2020年9月，高层领导在科学家座谈会上指出，要“以学科交叉融合服务国家战略需求。”区别于重庆大学与湖南大学的集中精力建设A+学科，在中山大学，一个看上去最好的学科却要被撤销，这种“除强扶弱”的做法似乎并不符合高校学科建设的逻辑，也是让该校教师团队和学生们感到难以理解的地方。有消息人士猜测，现在的中山大学管理层一直对岭南学院和管理学院均设有MBA项目不太认可，认为这分散了学校有限的建设资源。但根据岭南学院前院长舒元的演讲内容，这个疑问在岭南学院建设之初就有人提出过，并在岭南学院MBA的实际建设中得到了解答。“2001年，教育部MBA教学质量评估专家一进到中山大学，就觉得你们不对，怎么两个学院做MBA，是不是把资源分散了？但是最后发现，岭南学院通过校友的支持，通过和MIT合作，把国际上的办学经验都学过来，使我们加快发展。最后，专家给了我们最高的评分。我们中山大学在当年第二批28个院校评估当中，评了一个全国第一。”岭南学院的学科评级和排名也证实了这一点。查阅相关资料发现，除了中山大学，还有近10所大学拥有两个以上的MBA学院，主要集中在北京、上海和广东，包括了北京大学、清华大学、上海交大等知名高校。当然，不排除中山大学有更大的野心，即：将管理科学和经济学科彻底分家，管理学院仅设置管理学科，岭南学院成为专门的经济学院，两大学院齐头并进发展，建设成为两座“高峰”。行政命令是否能代替学科本身建设规律？公开资料显示，中山大学管理学院设置了工商管理、会计学、旅游酒店管理、市场学、财务与投资、管理科学等专业，岭南学院则有经济学、金融学和商务管理（物流供应链、管理科学）等专业。可以很明显地看到，中山大学管理学院是纯粹的管理类学院，取消岭南学院的管理类学科，对管理学院的学科增设、实力建设并无影响，但对岭南学院来说却是元气大伤，从此将成为纯粹的经济理论研究学院。综合来看，这种学科调整并没有达到一加一大于二的效果。此外，管理学院与岭南学院的办学模式和校友资源差异较大，早期管理学院MBA项目以中文为主，校友集中在国企和民企。岭南学院则主要依托于全球校友和国际院校合作，校友主要以外企为主。两大院系均拥有各自的办学理念、忠实拥簇和品牌积淀。即使两大学院分拆、合并，行政命令似乎也并不能解决资源整合问题。更耐人寻味的是，如果基于学科战略调整的目的撤销岭南学院发展良好的管理学科，但中山大学其他学院的经济和金融学科似乎却没有裁撤合并的迹象。因此，这一次调整后，中山大学的经济和管理学科未来发展如何，还是个未知数。（二）另一方面，中山大学的关注者们还有更深层次的担忧。在学科调整的消息传出后，一篇《中山大学MBA一炮双响，考生请注意》的文章出现在网络上，未来三年内不建议考生报考中大MBA项目。“岭南学院MBA项目撤销后，导致中大整体招生名额减少。”而“管理学院外迁到郊区，将导致优秀师资的流失。”同时，“岭院MBA项目取消后，管理学院和岭院的MBA项目需要重新整合，在过渡期势必会带来教学冲击和管理混乱。”这印证了外界对中山大学此次学科调整的共同担忧。而一旦师资受到影响，中山大学的本科教育也将受到冲击。此前，岭南学院经济和管理本科专业的录取分数线在近8年来一直高居中大各专业榜首，吸收了华南地区最顶尖的本科生源，从其2018届本科生就业、升学情况可见一斑。当年毕业生人数320人，继续攻读硕博士学位占52%，就业40%，其他(创业、考研等)8%。其中，有104人出国出境深造，去全球排名前100大学的占95%，国内升学65人，去中大、北大、清华、复旦、人大的占比94%。一旦这次院系调整的消息坐实，中山大学对华南地区顶尖本科生源的影响力将会下降。据相关传闻，学科调整的消息出来后，岭南学院的教师陆续收到了全国各地院校递出的橄榄枝，这对于岭南学院乃至中山大学来说，无异于雪上加霜。更重要的，是在2019年中共中央、国务院印发《粤港澳大湾区发展规划纲要》的背景下，中山大学“面向国际学术前沿、面向国家重大战略、面向地区经济社会发展”的研究能力和发展将受到影响。作为一种正规的学位教育，MBA大约于1908年诞生于美国哈佛大学，以满足美国企业所有权和经营权的明显分离所产生的对企业管理人员迅速膨胀的要求，其发展与一个国家经济发展的程度同步。在中国，MBA学科的建立与发展也与社会主义市场经济的发展和城市化进程息息相关。在试办之初，国务院学位委员会就在《关于设置和试办工商管理硕士学位的几点意见》中指出，“工商管理硕士是务实型的管理人才……可以招收有各种专业背景并有实践经验的大学毕业生，便于培养综合全面的复合型人才。”朱镕基在1994年祝贺清华大学经管学院成立十周年的贺信里写道：“建设有中国特色的社会主义，需要一大批掌握市场经济的一般规律，熟悉其运行规则，而又了解中国企业实情的经济管理人才。”尤其是中国加入WTO后，中国需要一批能与国际接轨与对话的职业经理人和企业家阶层，这“事关民族振兴和国家昌盛”。广东作为中国市场经济和改革开放的先行者，拥有一大批充满活力的企业。在中国企业联合会、中国企业家协会发布的“2020中国企业500强榜单”中，除北京外，按省份计算，广东入围57家，在全部省份中排名第一。在2020年全国各省GDP排名中，广东以110760.94亿元的GDP总量继续坐稳全国GDP第一大省的宝座，同比增长2.3%。这是从1989年开始，广东连续32年位居全国第一。发达的社会主义市场经济建设成果背后，是蓬勃发展的企业集聚。这些企业吸引了大量的经管类人才，为这些人才提供更规范的商科教育，是中山大学这所华南第一学府建立商科的契机之一。1996年，中山大学管理学院MBA项目成立，1998年，中山大学岭南学院MBA项目建立。借助粤港澳大湾区丰富的企业管理和经济实践，中山大学的管理和经济类学科迎来了最好的田野环境。自建立以来，中山大学岭南学院的MBA、EMBA项目，为大湾区企业输送了大量商业人才，其中不少任职于华为、腾讯、美的、碧桂园等本土世界五百强企业。另一项数据显示，岭南学院历年来培养的MBA、EMBA学生，在深圳的人数超过1000人，是本土院校MBA在深圳校友规模最大的项目。但在粤港澳大湾区建设的风口上，却迎来了中山大学的主动退守。在知乎，“如何看待中大校领导决定撤销岭南学院的管理学科和MBA、EMBA项目”的话题引起了热烈讨论，有人形容这种退守，是“学校对商科教育的轻视。”这显然与大湾区建设的宏观需求不符。在中山大学退守的同时，却是其他大学的积极进取。2001年1月，北京大学与深圳市人民政府签署《合作创办北京大学深圳校区协议书》，共同创办北京大学深圳研究生院。此外，上海交通大学、清华大学、厦门大、华中科技大学、哈尔滨工业大学、南京大学，均在深圳设有研究生院，直接吸收优秀的经管类人才。此次调整过后，中山大学MBA项目将在粤港澳大湾区的经管人才建设中出现重大失守，对于中山大学来说，这无疑是一笔巨大的损失。（三）对中山大学岭南学院科学调整持异议的，还有一群特殊的人。他们是岭南学院的全球校友和爱国企业家。1988年，经中山大学领导提议、国家教委批准，中山大学岭南（大学）学院正式成立。它的前身，是1888年创立的格致书院，后在1926年改为岭南大学，1952年全国院系调整中，岭南大学有关科系分别并入中山大学和其他高等院校。中山大学南校园目前所在的康乐园，就是原岭南大学旧址。这使得中山大学继承了原岭南大学在全球的校友资源，其中，最著名的校友莫过于爱国企业家、香港美心集团创办人伍沾德。这也让中山大学在大湾区拥有了其他高校无法比拟的情感优势，时至今日，在中山大学岭南学院每年的新招学生中，都有来自香港和澳门的学子。这些校友对中山大学来说是一笔宝贵的财富，这从岭南学院董事会对中山大学的捐赠可以看出。20多年间，董事会一共捐了2亿多元，建起了11座建筑，包括黄传经堂、林护堂、黄铭衍堂、岭南堂、伍舜德图书馆、伍沾德堂、教授住宅大楼、蒙恩楼、李蕙荃楼、邝锡坤许美娟伉俪楼、叶葆定堂及岭南MBA中心等。疫情期间，这个遍布全球的校友网络，也为中山大学各附属医院的抗疫奔走尽力。相关新闻显示，包括洛杉矶、香港、澳门校友会在内的岭南学院各校友会，累计为中山大学中山大学附属第一、第二、第三、第五、第六医院等各附属医院及时捐赠了各类医疗物资约16万件（个），各类物资和资金合计约人民币350万元。“30多位岭南学院董事会和各校友会相关负责人组成的支援团队从年初三开始的20多天，每天都为国内外物资采购与各附属医院的领导和采购负责人在微信群反复沟通至深夜。”在他们看来，岭南学院经过了数次调整，目前基本进入稳定期。而撤销岭南学院的管理学科，无疑将使得岭南学院需要重新自我定位，再度进入创业期，这对于中山大学的品牌、校友与中山大学的情感链接来说，都是一种伤害。“我们仍然相信学校领导会综合考量，有智慧、有能力做出最正确的决定。”一位中山大学岭南学院的校友表示。一个承载着科学、情感、理性与历史的决定，正在考验着中山大学管理层。,2021-05-07 20:00:00,
430,4709725264676349,广州明天土拍，分享一下市场上流出的小道消息，大家看看明天是不是这回事：1、总共推17宗地，其中13宗有人报名，4宗无人问津。2、报名的企业总共才8家，而我认识的只有3家，另外都是区属国企，这个我之前介绍过，和无锡等城市第三轮土拍是一个套路。民企没钱，国企谨慎，只能找非房地产专业的企业上3、黄埔和南沙，这两个区域今年初大热，而这次竟没有房企参与，报名的都是当地区属国企，有点让人唏嘘。4、B字头内家房企这次算最给面子了，报名了3块地。可能上次放了鸽子，不好意思；5、大家对番禺地块热情度都不高。可能和越秀某项目上周开盘价太低有关，直接把整个番禺的预期都往下拉了一个台阶。,2021-12-01 22:37:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
431,4632073380565635,李心海新歌《出门靠朋友》即将全网发行！2020李心海（杯）黑龙江歌手大赛参赛视频《永远祝福你》!#李心海##李心海《出门靠朋友》##出门靠朋友-李心海#著名主持人、歌手、音乐唱作人，嫦娥卫视形象代言人、哈民企商会形象大使、2020第六届中华民族环球音乐原创歌手大赛“金奖”获得者李心海担任本次大赛形象代言人。L歌手李心海的微博视频,2021-05-01 15:56:00,"(happiness,0.5),(excitement,0.3),(proud,0.2)"
432,4630669600228396,【我为群众办实事民法典宣讲进企业】4月23日上午，广安市前锋区工商业联合会举行企业家座谈会，前锋区委统战部副部长、工商联党组书记蔡永忠主持会议，总商会直属会员40余人参加活动。大会邀请了四川活佛律师事务所李必刚律师解读《民法典》主要精神。李必刚律师从民法典颁布的重大意义和重点修改内容，结合实际案例，着重对民事权利种类、民事合同规则、商事领域各项基本法律制度、私权和产权的保护制度等与民营企业工作、生活密切相关的热点问题，深入浅出地进行解析。并指出，民企企业领导者应将《民法典》的精神内涵和基本理念内化于心、外化于行，吃透相关条款给企业带来的机遇和挑战，激发民营经济的活力和创造力。蔡永忠要求，“十四五”时期普法工作的重点就是宣传好民法典，各位企业家要认识到民法典既是保护自身权益的法典，也是必须共同遵循的规范；要养成自觉守法的意识，形成遇事找法的习惯，提升解决问题靠法的能力；要把握好民法典的核心要义，理解好民法典关于民事活动平等、自愿、公平、诚信等基本原则，贯彻好民法典关于坚持主体平等、保护财产权利、便利交易流转、维护人格尊严、促进家庭和谐、追究侵权责任等基本要求。各基层商会、各异地商会、各行业商会会员要做学习、遵守、维护民法典的表率，提高运用民法典维护人民权益、化解矛盾纠纷、促进社会和谐稳定能力和水平。（田梅周君）,2021-04-27 18:58:00,"(happiness,0.4),(understanding,0.3),(responsibility,0.2),(cooperation,0.1)"
433,4630647081274731,#招聘##求职季#【大兴招聘】600余岗位！大兴这镇开招聘会啦！别错过O【大兴招聘】600余岗位！大兴这镇开招聘会啦！别错过#爱我大兴社区网#为做好“六稳”工作，落实“六保”任务，建立重点企业常态化用工服务机制，西红门镇职介将召开“民营企业招聘月‘职’在民企，‘就’有未来”专场线下招聘会，届时将有15家用人单位参会，600余个岗位。@工人日报@北京日报@北京晚报,2021-04-27 17:29:00,"(excitement,0.4),(anticipation,0.3),(opportunity,0.2),(urgency,0.1)"
434,4629996657970463,【法制要闻】一大批涉案企业家被解除“羁押”，国家保护民企的信号越来越强烈！O【法制要闻】一大批涉案企业家被解除“羁押”，国家保护民企的信号越来越强烈！,2021-04-25 22:24:00,"(joy,0.45),(satisfaction,0.35),(relief,0.2)"
435,4632548108144297,自从来北京，我感觉生活就像坐过山车……选了个小破民企，我的同学都看不上我，然后还有富二代弟弟追我……但是作为一个年近三十的老女人，我心里还是有点数的，富二代弟弟好搞定，但他妈不好搞定，就不自取其辱了……同学看不起我也就罢了，反正我也不吃他家米……没事就不去搞什么交际了，呆在家里学习他不香吗？总让这些浮云打扰心情。,2021-05-02 23:23:00,"(frustration,0.4),(disappointment,0.3),(sadness,0.2),(anger,0.1)"
436,4634994141827405,#咸阳一路向阳#【自豪！“咸阳制造”搭乘中欧班列走向世界】搭乘首列中欧班列长安号（西安—波兹南）从西安新筑站始发，途经哈萨克斯坦、俄罗斯、白俄罗斯等国最终抵达波兰波兹南，冠捷显示科技（咸阳）有限公司生产的液晶显示器等光电产品从#咸阳#走向世界。5月9日下午，咸阳#民企助咸共创共赢#发展大会参会代表走进冠捷科技参观。该项目总投资约10亿元，总建筑面积6.4万平方米。主要从事电脑、数字电视机及其半成品、套件、模组及零部件的研发、设计、生产和售后服务。2020年全年实现工业总产值约19.93亿元。2021年1-3月销售整机5.29万台，模组44.61万台。进口额197.6万美元，出口额7623万美元，其中通过中欧班列出口货柜205个，出口额3662万美元。十四五期间，冠捷将咸阳作为“一带一路”的重要战略据点，充分利用中欧班列和陆海联运，向全球输出“咸阳制造”，进一步推动咸阳高质量发展。,2021-05-09 17:23:00,"(happiness,0.6),(glad,0.3),(proud,0.1)"
437,4631924361134407,公务员#公务员#望立法深挖打击查处利用金融整顿等幌子打击优秀民企，制造冤假错案的龌龊行径………#首个法治中国建设专门规划#发布了头条文章：【举报偷漏税被判刑】《O网页链接》山东博山残疾人、曾经的明星企业家孙奉俊老板，因前妻出轨、“好友”觊觎，在他二人共同“运作”下，更有当地公检法税等各级机关积极“配合”，结果孙奉俊名下财产几乎全部被侵夺，人身健康被侵犯，声誉被损害，人生境遇陷于极大苦痛之中。造成这种悲惨状况的原因实在令人愤怒和惊诧，其惊悚不亚于一部人生悲剧的活剧本。在《O网页链接》一文中有详细记述。O网页链接@中国残联@淄博政法@山东发布@山东省人民检察院@山东高法@人民日报@法治日报@CDTV新闻中心@中国警方在线@国家税务总局@人民公安报@人民公安报总编室@人民公安半月刊@南方周末,2021-05-01 06:04:00,"(anger,0.8),(disappointment,0.4),(frustration,0.2),(sadness,0.1)"
438,4634233102666264,#榆次区人民检察院##涉民企案件#为进一步深化检务公开，实现不起诉案件“三个效果”的有机统一，4月30日上午，榆次区人民检察院对3起涉民营企业刑事案件召开不起诉公开宣告会，区工商联代表、民企代表、被不起诉人、侦查机关办案人、律师代表参加公开宣告会，院党组书记、检察长王彪主持会议。王彪指出，服务保障民营企业发展最终要落实到为民办实事当中，也是检察机关开展队伍教育整顿的落脚点。在公开宣告中，承办检察官高鹏飞宣布了该院不起诉决定书，阐述了不起诉理由，并结合检察机关的检察职能和服务民营经济发展的司法政策，以案为鉴，对被不起诉人开展了法治教育。公开宣告结束后，该院向被不起诉人现场送达了不起诉决定书，被不起诉人纷纷表示，在今后的工作中，要依法诚信经营，加强企业管理，堵塞管理漏洞，积极为榆次区经济社会发展贡献力量，并对该院不起诉公开宣告给予高度评价，对承办检察官的工作表示衷心感谢。O榆次区人民检察院召开涉民企案件不起诉公开宣告会,2021-05-07 14:58:00,"(happiness,0.4),(satisfaction,0.3),(trust,0.2),(respect,0.1)"
439,4632508279297541,【大洗牌，南京超越武汉了！】到目前，内地经济十强城市数据全部出炉。从数据来看，有很多亮点。有的城市原本很接近，这次差距被逐渐拉大。前十城市座序再次重排。第一，原本与广州相差不大、很有希望超越广州的重庆，被广州甩开。2020年，原本重庆有很大概率超越广州，取代其内地第四城的位置。2019年重庆距离广州只有23亿元，前者的增速高于后者。最关键的是，在2020年三季度，重庆已经实现了对广州的反超。正当所有人都认为2020年全年，重庆超越广州的时候，大反转出现了，广州守擂成功。2020年全年广州GDP为25019亿元，重庆为25003亿元，广州依旧领先重庆16个亿。2021年一季度，广州强势复苏，不但是一线城市唯一一个跑赢全国平均增速的城市，在头部城市中期增速也同样很亮眼。一季度广州GDP超重庆408.84亿元，并缩小了与深圳的差距。这意味着，广州不但坐稳了第四城宝座，如果势头继续保持下去，还有可能在未来再次反超深圳。第二，南京正式超越武汉。2021年一季度，南京GDP为3824亿元，较去年一季度（2020年一季度，南京GDP为3247亿元）增加了577亿元。武汉2021年一季度GDP为3574亿元，南京反超武汉250亿元。南京超越武汉，其实并不惊讶。一方面，南京发展势头确实很猛。去年一季度，在热点城市GDP集体下跌时，南京因为稳步推进经济生产，一批重点企业不间断生产，一批新产能得以释放，一批重大项目达产达效，一批新兴产业逆势增长，一批有效投资逐步落地，终于成为主要城市中唯一一个实现正增长的城市。正因如此，南京一季度同比增速在头部城市中才显得没有那么猛，这不是因为南京增速不行，恰恰是因为南京经济太行了，去年一季度就是正增长，分母变大所致。2020年年末，大多数城市都实现了正增长，南京依旧以4.6%的增速领跑头部城市。今年前两个月，南京的主要经济指标同比增速都超过20%，其中规上工业增加值增长25.1%，固定资产投资增长33%，社零总额增长41.1%，进出口总额增长53.4%，均表现不俗。所以我们也能看到，南京过去两年平均增速高达8.6%，大幅跑赢全国平均增速，几乎是前30强城市中增速最高的一个。武汉一季度GDP为3574亿元，同比增速高达58.4%，成为全国增速最高者，惊艳了所有城市。2020年一季度，武汉GDP下跌40.5%，近乎腰斩。此外，武汉当时的一般公共预算总收入571.44亿元，比上年同期下降44.0%；一季度，武汉社会消费品零售总额994.74亿元，比上年同期下降45.7%。在如此跌速下，武汉直接掉出了Top10。4月8日解封后，武汉获得了国家与社会的支持，经济进入了快速反弹阶段。4月8日，武汉解封当天，教育部就宣布，启动实施全国高校与湖北高校毕业生就业创业工作“一帮一”4月29日，高层会议提出“研究确定支持湖北省经济社会发展一揽子政策”；5月22日两会，政府工作报告强调“实施好支持湖北发展一揽子政策”。多个高规格会议支持同一地区发展，上一次发生在汶川地震之后。此后，工信部、人社部、商务部、农业部、央行、科技部等等部门，纷纷加入支援武汉复苏的大军。后来，央企民企社会各企业纷纷奔赴湖北，奔赴武汉，投资资金纷至沓来，涉及新能源、生态环保、智能制造、信息技术、医药健康、产城融合、基础设施建设等领域。8月份，湖北启动“复苏键”，砸下2.3万亿，在未来岁那年，实施一批打基础、补短板、强功能、利长远、惠民生的“十大工程”项目，其中相当一部分和武汉有关。在此背景下，三季度武汉便实现了回归，全年GDP回到第9位。进入2021年，武汉再次获得利好，成为碳交易结算中心落户地。这是一个非常大的利好，因为国家已经向全世界承诺，要在2030年实现碳达峰，2060年实现碳中和。在这种背景下，国家设立了环境交易所，交易所放在了上海，而相关的登记结算中心则放在了武汉。这意味着，武汉与上海共享这个利好。在利好支持下，武汉复苏动力会更强。所以说，武汉与南京之间的争夺赛并未结束，未来会更加激烈。,2021-05-02 20:45:00,
440,4633003634720916,公务员#公务员#望立法深挖打击查处利用金融整顿等幌子打击优秀民企，制造冤假错案的龌龊行径………#首个法治中国建设专门规划#发布了头条文章：【举报偷漏税被判刑】《O网页链接》山东博山残疾人、曾经的明星企业家孙奉俊老板，因前妻出轨、“好友”觊觎，在他二人共同“运作”下，更有当地公检法税等各级机关积极“配合”，结果孙奉俊名下财产几乎全部被侵夺，人身健康被侵犯，声誉被损害，人生境遇陷于极大苦痛之中。造成这种悲惨状况的原因实在令人愤怒和惊诧，其惊悚不亚于一部人生悲剧的活剧本。在《http://t.cn/A6GmdVbV》一文中有详细记述。http://t.cn/A6curRfqO网页链接@中国残联@淄博政法@山东发布@山东省人民检察院@山东高法@人民日报@法治日报@CDTV新闻中心@中国警方在线@国家税务总局@人民公安报@人民公安报总编室@人民公安半月刊@南方周末,2021-05-04 05:33:00,"(anger,0.8),(sadness,0.5),(shock,0.3),(frustration,0.2)"
441,4633307789132518,推进市属企业与民企融合发展青岛国企改革将持续深化2019年11月10日，青岛市国资委印发《青岛市属企业实施混合所有制改革操作指引(试行)》，2020年5月29日，青岛市印发《关于深化市属企业混合所有制改革的意见》。O推进市属企业与民企融合发展青岛国企改革将持续深化,2021-05-05 01:42:00,"(optimism,0.5),(confidence,0.3),(determination,0.2)"
