编号,id,微博正文,发布时间,情绪
509,4648011697754123,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况②)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-14 15:30:00,"(happiness,0.4),(optimism,0.3),(determination,0.2),(inspiration,0.1)"
510,4648046321995710,k12寒冬朝不保夕，政策导致大面积萧条大量裁员，每天担心失业时我爸：你转正了是不是该拿更多钱了？我：……为什么要提醒我是废物,2021-06-14 17:47:00,
511,4648014428244647,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况②)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-14 15:40:00,"(enthusiasm,0.6),(inspiration,0.3),(determination,0.1)"
512,4648110199934093,甲亢确诊了今年本命年很倒霉从失业到患病无缝衔接活着真的好累也不敢死苟着吧不敢让老天对我好一点,2021-06-14 22:01:00,"(anger,0.45),(frustration,0.35),(sadness,0.2),(fatigue,0.05)"
513,4648438317190799,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况①开场舞)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-15 19:45:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
514,4648833558776747,#印度普通人家一半花销用在吃饭#印度普通人家一半花销用在吃饭#印度5月的通货膨胀率已经升到6.3%，是6个月以来的新高。这让本来就已经在疫情中备受减薪和失业困扰的普通民众，生活更加艰难。洋葱是印度当地民众每天饮食中必不可少的当家菜，5月份价格上涨了23%。印度人最常用的芥菜籽食用油的价格上涨了60%，鸡蛋上涨了15%。印度媒体报道，不断上扬的食品价格，让印度普通人家每月把一半的花销都用在了吃饭上。除了食品价格在涨，印度的汽油价格一路飙升，现在每升汽油的价格已升到100卢比左右（约合8.7元人民币），而其中税费就占到52.7%L央视财经的微博视频,2021-06-16 21:55:00,"(anger,0.4),(frustration,0.3),(concern,0.1)"
515,4651037011480517,今天交接工作离岗啦，明天就是失业的人儿啦🙃,2021-06-22 23:51:00,"(sadness,0.8),(frustration,0.2),(anxiety,0.1)"
516,4648833764036587,为什么失业了反而更加开心呢原来我已期待已久。,2021-06-16 21:56:00,"(happiness,0.8),(relief,0.2),(anticipation,0.1)"
517,4648291029226034,有人一生都在寻找安稳，内心却总没有安全感，害怕失业，害怕失恋，害怕落于人后，害怕老无所依，这种对安稳的执念也会导致不幸福。我觉得人生怎会安稳，正是因为充满不确定性，人生才显得如此值得期待。——《目光》,2021-06-15 10:00:00,"(fear,0.4),(doubt,0.3),(insecurity,0.2)"
518,4648108098587934,要好好努力了真的下学期开始还不算太晚要不以后工作都找不到毕业就失业下学期不努力的话我就是🐶！,2021-06-14 21:53:00,"(anger,0.6),(frustration,0.3),(urgency,0.1)"
519,4648475146587072,枭神于凶方面的信息体现：病灾、胎记、失业、破财、丑陋、敏感多疑、心胸狭窄、自私刻薄、自闭、怪异、狠毒……枭神于吉的方面的信息体现：精明、仔细、强悍、鬼点子多……(不管枭神为忌还是为用只要无制化都主人敏感多疑、心胸狭窄、丑陋，病灾难免且没什么福气),2021-06-15 22:11:00,"(anger,0.45),(fear,0.3),(sadness,0.2),(disgust,0.05)"
520,4648435771512934,非凡哥#麦长青在广州社区低调当志愿者，失业后放下演员光环送外卖养家，老艺人非常懂感恩，拿的起放的下是真男人！##快手#@快手L明星一线的快手视频,2021-06-15 19:35:00,"(joy,0.5),(appreciation,0.3),(pity,0.2)"
521,4713359062599932,现在各行业都有好多人失业，在这种情况下，最关键的是，找产品经理，发明家，开发新产品，新服务。匹配合适的人来工作。1.营养早餐店。2.婚姻培训班。3.职业转型培训及创业培训。4.洗菜切配公司。5.细分创意餐饮。5.亲子活动。6.发明技术的顾问式应用公司.7.细分产业调研公司。8.服务型街边店铺公司。9.城市商业运营规划。,2021-12-11 23:17:00,"(happiness,0.2),(concern,0.5),(urgency,0.3),(creativity,0.3),(optimism,0.2)"
522,4648074490413179,端午佳节，中年失业，独自来大城市闯荡，无依无靠，如果这一切是真的，如果这个梅雨季节外面刚好开始下雨了，相信我，盆友们，我会哭的。,2021-06-14 19:39:00,"(sorrow,0.7),(fear,0.3),(desperation,0.2),(doubt,0.1)"
523,4648323580953032,我国基本医保参保人数13.6亿人参保率稳定在95%以上O我国基本医保参保人数13.6亿人参保率稳定在95%以上个人凭感觉肯定没那么高，看看有多少人没有买社保的，就像说中国失业率比人家都低一回事。,2021-06-15 12:09:00,"(satisfaction,0.4),(skepticism,0.3),(doubt,0.2),(anger,0.1)"
524,4648312240341462,身份诈欺暴增，退税恐须亲赴国税局…影响近200万人来源：WorldNews新冠疫情肆虐，许多人对退税翘首以盼，但是有些民众可能会发现自己一时竟无法拿到退税，需要向国税局(IRS)验证身份、甚至与IRS实际面谈才行；不得不如此的原因是，疑似盗用身分的诈欺案实在太多，去年IRS就盯上520万件，比2019年多出近50%。国家广播公司商业频道(CNBC)报导，为避免有心人士冒用身分领取退税，因此只要IRS怀疑某笔准备退税的款项是有问题的；这时纳税人会收到IRS的5071C或6331C表格通知，直到纳税人有回复，并经过验证程序之前，IRS会持续冻结支付退税款。这是因为企图盗用身分的诈欺情事遽增；IRS去年盯上的可疑事件达到520万件，牵涉近200万人。虽然2019年时，63%的可疑事件经验证后证实查无非法，显示IRS盯上的案件，多数未涉诈欺；但是借由严格审视，IRS在同年保护了35亿元的税款，而不是流到犯罪份子手上。绝大部分的冻结款项最终都会重新回到纳税人手上，而且多数不会长于六周，但是某些民众可能会发现这是段旷日废时的过程，因为18%的可疑案件会拖到120天以上才会完成支付。IRS官网提供身分验证服务，但是据统计，只有不到一半的民众能够在在线完成身分验证；因此剩下超过一半的民众需要致电、或是亲赴IRS的办公室解决此问题。这不是件容易的事情，IRS电话打不进去时有所闻；有民众向CNBC说，他电话一直打不进去，而他后背的宿疾又让他难以亲赴IRS的办公室。造成电话线路壅塞的原因包括疫情期间的退税政策，还有失业问题，再加上报税数据与所能拿到的纾困金挂勾，让亟需退税的民众增加，另一方面，IRS的业务又受到疫情扰乱等，都在恶化处理可疑退税的效率。根据纳税人辩护服务处(TaxpayerAdvocateService)的说法，此事已成为去年十大最严峻的税务问题之一，应当创建更精确的防范系统；加州财富咨询商Elemental的会计师、亲历此事的赫伦(DanHerron)批评，IRS的办事太过老古董。--END--,2021-06-15 11:24:00,"(anger,0.4),(frustration,0.3),(worry,0.2),(disappointment,0.1)"
525,4648441675780690,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况④)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-15 19:58:00,"(optimism,0.4),(determination,0.3),(inspiration,0.2),(pride,0.1)"
526,4650309454925580,工作太累—>想休息一段时间—>计划裸辞—>各种聊天—>失业恐惧—>先找工作—>看面试题—>失业恐惧加剧—>年假闭关看面试题—>失业恐惧加剧—>焦虑。我一开始是想休息一段时间来着？,2021-06-20 23:40:00,"(happiness,0.1),(tiredness,0.4),(frustration,0.3),(worry,0.2)"
527,4648323653042575,焦虑等级平行比较：失业了：🔥🔥生死一线：🔥🔥🔥🔥🔥QuinctiliVare，LegionesRedde：🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥☠️,2021-06-15 12:09:00,"(anger,0.8),(frustration,0.6),(disappointment,0.4)"
528,4648441207331539,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况⑧舞蹈表演)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-15 19:56:00,"(happiness,0.4),(inspiration,0.3),(determination,0.2),(patience,0.1)"
529,4713346215445790,失眠和失业总是要失一个的吧既然不失眠那就失业吧,2021-12-11 22:26:00,"(sadness,0.7),(frustration,0.3)"
530,4648472957422379,我围观了@二总的回答，该问题价值250.00元，围观仅1元，快来一起围观~O微博问答,2021-06-15 22:02:00,"(surprise,0.3),(curiosity,0.2),(satisfaction,0.1)"
531,4648013517296866,正式失业让自己休息几天,2021-06-14 15:37:00,"(sadness,0.7),(frustration,0.3)"
532,4648381617801647,【美媒：通胀“完美风暴”侵袭全球】据美国有线电视新闻网网站6月9日报道，钢铁、木材、塑料和燃料。玉米、大豆、糖和葵花子油。房子、汽车、尿不湿和卫生纸。几乎所有地方的物价都在上涨。报道称，疫情后的复苏正在全面展开，全球经济正在奋力跟上。在疫情暴发之初随着企业关闭以及数百万工人失业而急剧下滑后，在政府刺激措施和储蓄充足的消费者的刺激下，需求出现报复性反弹。但封锁期间让工厂停产或强迫工人休假的企业现在无法获得足够的原材料来建造房屋、生产汽车或组装家用电器，而这些领域的需求激增。报道注意到，各企业正纷纷设法补充库存，令已严重受疫情影响的供应链濒临崩溃。海运集装箱的短缺和港口的交通堵塞使情况变得更糟，并增加了在世界各地运输产品的成本。报道指出，目前尚不清楚供不应求的状况会持续多久，尤其是在疫情继续肆虐全球一些最大经济体的情况下。但各种类商品都已出现短缺，价格正在飙升。报道还指出，至少就目前而言，通胀正在卷土重来，而且普遍存在。经济合作与发展组织成员国的通胀率今年4月飙升至2008年以来的最高水平。能源价格的上涨使经合组织国家的平均年通胀率达到3.3%。但即使剔除动荡的食品和能源价格，物价也在上涨。报道表示，随着经济从疫情中复苏，生产消费品以及为基础设施开支提供动力所需的原材料成本正在飙升。如果获得国会批准，美国总统拜登的基建提议也会推高需求。对绿色技术的投资激增也提振了对用于电动汽车的铝和铜等金属的强劲需求。报道称，越来越多的危机加剧了大宗商品危机：苏伊士运河堵塞耽搁了3月的货运；南美的干旱影响了玉米和蔗糖的产量；美国得克萨斯州的严寒和科洛尼尔管道运输公司遭勒索软件袭击使燃料市场吃紧；印度新冠疫情的暴发破坏了港口和供应链。荷兰国际集团大宗商品战略主管沃伦·帕特森说：“这真是一场完美风暴。”报道认为，最新的问题是，主要的牛肉和猪肉生产商巴西JBS公司上周遭遇网络攻击，被迫关闭了在北美和澳大利亚的工厂。分析人士说，工厂随后恢复生产，但这一混乱可能导致肉类批发价格飙升。然而，大宗商品并不是推高价格的唯一因素。物流和劳动力成本也在上升，有些行业劳动力的短缺可能会加剧企业进一步加薪的压力。至少就目前而言，各央行行长认为物价上涨是暂时的，不大可能导致通胀持续走高，尽管包括美国前财长拉里·萨默斯和英格兰银行前行长默文·金在内的一些经济学家对此发出了警告。德意志银行经济学家本周在一份研究简报中警告说：“忽视通胀将会使全球经济坐在一枚定时炸弹上。”（参考消息网）,2021-06-15 16:00:00,"(happiness,0.4),(glad,0.2),(welcome,0.1)"
533,4648310583067471,本期#一周书讯#为大家带来9本值得一读的大师自传，他们来自不同时代、拥有不同身份、在不同领域取得成就。阅读自传，让我们得以走进他们的人生故事。👉🎧O网页链接1⃣《韦伯自传——面具后的天才与狂喜》作曲家韦伯曾这样说到：明白自己这一生喜欢做什么，就已经很幸运了，能做喜欢的事还收获颇丰，更是双重幸运。哪怕是对音乐剧不感兴趣的朋友，也可以看看这本书，看看韦伯这个人如何找到自己一生挚爱的事业，并且为之努力。2⃣《德彪西》我们平常认为德彪西是一位远离尘嚣、精致细腻的艺术家，他其实也是一个音乐上坚实的革命者，是他把音乐带入了现代音乐的新境界，他一直带着执拗的脾气进行着反传统的探索。3⃣《老奇才的自白》亚尔马·莎赫特作为金融奇才，曾经在德国两次经济最危机的时刻，出任德国央行行长，在1923年恶性通货膨胀和1932年失业率顶峰的时刻，力挽德国经济于狂澜。他在成为金融奇才的同时，也卷入了当时德国波澜壮阔的政治进程。关于他的自传《老奇才的自白》就记录了他充满了戏剧性和传奇色彩的一生。4⃣《我的几何人生》“在哈佛，丘成桐一个人就是一个数学系！”，这是美国数学家艾沙道尔·辛格对他的评价。《我的几何人生》是丘成桐的自传，书里记录了他从一个中国乡村的贫穷少年成长为一名举世闻名的顶级数学家的励志故事。5⃣《霍金传：我的宇宙》这本书是霍金本人亲自授权的传记。作者叫做凯蒂·弗格森，她是霍金《果壳中的宇宙》的顾问，她在与霍金结识的30多年里，不断地探究他的前沿科学理论，也在霍金本人和他的家人朋友的协助下，认识了一个最真实的霍金。6⃣《毛姆传》文学家萨默塞特·毛姆是才华横溢的故事家，也是有史以来最负盛名、读者最多、经历也最为传奇的作家之一。毛姆活了九十多岁，关于他丰富多面的人生都被记录在了他的传记《毛姆传》里。近期，我们也会请到这本书的编辑跟我详细分享这本书的精彩内容，欢迎大家来收听。7⃣《50岁，我辞职了》在年满五十岁的时候，稻垣惠美子毅然决然地放弃了公司带给她的一切名利，以辞职为人生的转折点。在脱离公司体制之后，稻垣惠美子以自由人的眼光和全新的观察视角，看到了很多以往被忽视的社会问题，而这些问题也同时引发着我们对工作和生活的思考。8⃣《克里斯托弗和他的同类》克里斯托弗•伊舍伍德是一位大名鼎鼎的小说家和剧作家。著名时尚设计师兼导演的汤姆·福特，曾执导了伊舍伍德的小说《单身男子》的同名电影，汤姆·福特说，伊舍伍德是一个背叛者，背弃了传统保守的教养，并成为文学和民权运动中的同志偶像。他是一个才华横溢的艺术家，他代表着一种可能，那是同时拥有艺术和爱情，又经受得住种种风险而获得安稳生活的可能。9⃣《隋炀帝》历史学家宫崎市定用生动通俗的笔法再现了隋炀帝出生前后、平定江南以及开凿大运河等诸多历史变迁的过程。书中通过对隋炀帝这一历史人物个案的研究，试图还原隋炀帝的一生和他所生活的那个意义非凡的时代。,2021-06-15 11:17:00,"(happiness,0.4),(glad,0.3),(welcome,0.2)"
534,4648436583892920,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况④)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-15 19:38:00,"(happiness,0.6),(inspiration,0.3),(determination,0.1)"
535,4648370725456212,【英国就业继续向好推动英镑反弹，后市料维持横盘走势】#外汇##外汇黄金##外汇黄金原油##汇通网#①英镑兑美元在周二亚市尾盘录得走高，触及日高1.4129，因数据显示英镑失业率在5月份超预期下降，经济前景因此进一步看好，这遏制了英镑汇价短线进一步回落的空间，虽然，美元指数整体仍然强劲的背景也令英镑汇价反弹的空间依旧受限，市场并且也在观望了全球各国疫情与货币政策的消长前景；②隔夜在英国首相约翰逊讲话，称考虑到变异病毒的影响，英国全境全面解封的时间将再度延期一个月，该消息在提前被传出之际，曾令英镑汇价受挫跌至一个月低位1.4071，但之后投资者经过咀嚼分析后认为，考虑到英国境内大部分限制措施已被取消，剩余措施对经济影响事实上已经有限，因而英镑汇价在膝跳反射式下跌后回升，并在周二日内重新升至1.41上方；③投资者接下来因而仍将重点关注货币政策对比对汇市的影响，美联储本周决议因而成为重头戏。但除非美联储释放颠覆性的强力政策预期措辞，否则其保守的措辞仍难以令英镑汇价实现破位。英镑兑美元后市因此大概率仍将交投于1.4070-1.4250之区间，延续盘整蓄势行情。,2021-06-15 15:16:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
536,4648115472701815,今天第一次在新租房做饭，买了100刀的熟食都是邓爱吃的甜肉，又买了些蔬菜与水果牛奶，今天挣的工资没有花的钱，但是因为我们搬家了，就想庆祝一下，三周前到现在(因为搬家)我们几乎没有做饭天天外卖，哎呀终于是可以轻松一点了。希望接下来再搬家就是搬去邓的房子里，努力上班给邓买房子。我觉得现在自己太厉害了，油漆刷得真是太好了，接下来如果失业再找工我会考虑做油漆工，我对邓说，等给你买了房子，刷墙的活我们自己做，省人工。,2021-06-14 22:22:00,"(happiness,0.5),(glad,0.3),(satisfied,0.2)"
537,4648292857678724,我吐了，yxh的嘴脸太恶心了。昨天逮着TFB爆料并传播的是他们，然后虚情假意怀念的是他们，今早“帮忙”辟谣的也是他们。TFB，你们不能解散的理由除了振兴灯牌产业，又多了一个让yxh不会失业，有你们，什么都能编都能蹭，这些人哪愁kpi啊,2021-06-15 10:07:00,"(anger,0.7),(sarcastic,0.3),(frustration,0.2),(disappointment,0.1)"
538,4648300224187081,这一定是刀和蛋糕商量好的距离，小姐姐只是负责动手，卖手套的要失业了L娱乐胶囊的微博视频,2021-06-15 10:36:00,"(anger,0.4),(frustration,0.3),(sarcastic,0.2),(entertainment,0.1)"
539,4648789136640507,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况⑧舞蹈表演)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-16 18:59:00,"(happiness,0.4),(inspiration,0.3),(determination,0.2),(patience,0.1)"
540,4648422168073340,失业日记,2021-06-15 18:41:00,"(frustration,0.8),(sadness,0.2),(anxiety,0.1)"
541,4648004977688609,【聚焦创业“泉”心为民】@五泉街道召开创业明星报告会--(现场实况⑤创业明星演讲)#红色百年话陇原##五泉街道五全服务#就业是民生之本、和谐之基。做好就业工作，关系亿万人民群众的切身利益，关系改革发展稳定的大局，关系经济发展和社会稳定，关系实现全面建设小康社会的宏伟目标。2021年5月21日下午，五泉街道召开了2021年创业明星报告会，目的就是引导辖区群众克服畏惧和依赖心理，提高创业就业的主动意识和竞争意识，以先进典型为榜样，学xi他们迎难而上、勇于开拓、锐意进取的创业精神，并将学xi先进事迹落实到实际行动中，落实到加快发展上，充分认清自身的社会价值，矢志不渝的奋斗，发挥自己的聪明才智，最终取得创业成功，为经济建设做出更大贡献，以实际行动落实为民兴办实事。本次街道创业明星报告会上，街道五个社区分别有两名创业明星分享了自己的创业历程，他们用自己的亲身经历告诉大家，创业是一个既艰辛又快乐的过程，其中也包含着心酸和汗水，他们也曾经在失业后迷茫过，但是靠着决心和毅力，不断地奋斗，只要你坚持从小事做起，靠自己的双手，走自主创业、自主就业的道路认准目标，就放心大胆的迈出这一步，只要坚持不懈，就会向成功迈进一步。我街道将号召全辖区居民向这些具有代表性和示范性的先进典型学xi，要在全辖区下岗职工中大力弘扬这些先进典型吃苦耐劳、艰苦奋斗的精神。希望我们在现有的基础上，进一步加大工作力度，采取切实可行的措施，推动我街道工作进入良性循环的轨道，为努力快发展，全面建小康，实现新跨越做出积极的贡献。#五泉街道●聚力至上#L博爱兰州的微博视频,2021-06-14 15:03:00,"(happiness,0.6),(gladness,0.3),(welcome,0.1)"
542,4713348917366224,讲耕地红线———养不起14亿人讲平均收入———6亿人月入不到一千讲留守儿童———2亿人进城打工讲高素质城市——驱赶2千万低端人群讲人口红利———-沿海缺少便宜工人讲大学生待业——-未来168万大学生毕业即失业（每年失业大学生加起来呢？有没有四五百万？）讲男多女少————西北14岁少女买卖婚姻利益分到自己头上嫌人多，利益剥削到别人身上嫌人少。,2021-12-11 22:36:00,"(anger,0.6),(frustration,0.3),(sadness,0.1),(fear,0.1)"
