编号,id,微博正文,发布时间,情绪
388,4483251362401869,【两部委联合发文：#今明两年事业单位空缺岗主招高校毕业生#】近日，中央组织部办公厅、人力资源社会保障部办公厅印发《关于应对新冠肺炎疫情影响做好事业单位公开招聘高校毕业生工作的通知》，《通知》要求今明两年事业单位空缺岗位主要用于专项招聘高校毕业生（含择业期内未落实工作单位的高校毕业生），给高校毕业生提供更多的就业机会。O网页链接,2020-03-16 23:51:00,"(joy,0.4),(urgency,0.3),(opportunity,0.3)"
389,4484699151733210,哎突然想当时为什么不去读师范现在读的这个狗屁专业难得要死以后还不知道好不好就业,2020-03-20 23:44:00,"(frustration,0.8),(confusion,0.2),(sadness,0.1)"
390,4486150481538362,你说你推送天南地北的吃的也就算了，推送怎么做好吃的也就算了，推送这是啥意思？刚才还推送章鱼小丸子的锅，我寻思是知道我可能开不了学让我就业了#淘宝推送#,2020-03-24 23:51:00,"(frustration,0.8),(confusion,0.4),(sarcastic,0.2)"
391,4481803677122500,哈人又下岗再就业了，其实我还蛮好奇婧会怎么播出何美延的舞台L插花大师的微博视频,2020-03-12 23:58:00,
392,4483615394520809,人生的路真是还没扑腾几下就折戟在就业上，最近躺家里越来越咽不下碳水，我一直觉得自己上辈子是淹死的，因为我的小腿上有块不深不浅的胎记，外婆说是被水鬼捉了去吃了，我每天都在想什么乱七八糟的，还是睡觉最踏实。,2020-03-17 23:57:00,"(sadness,0.8),(frustration,0.2),(fear,0.1),(humor,0.1)"
393,4485418844337716,"JAVA编程语言培训班网课助您在疫情期间提升未来就业技能周六，14：00-15：00.资深专业教授，详释讲解最新JAVA编程语言的算法和数据结构，程序设计基础，模版等编程必备知识，确保课堂知识，新颖，实用，符合实际工作和就业市场需求，保证学员学到知识，掌握技能，提高职场竞争力！（座位有限请提前电话预约）适合理工科在校学生和在职人员，增强就业实力！欢迎大家参加学习！加拿大科技学院416-833-7666Add:Suite408,240DuncanMillRoad,TotontoM3B3S6",2020-03-22 23:24:00,"(excitement,0.4),(passion,0.3),(urgency,0.2)"
394,4482158557641738,居然在决定回国后学会的第一件事就是学会拒绝了。但是吧……每拒绝一家公司，我都觉得自己罪孽越发深重……在如此就业不好的大环境下，我居然还在不停拒绝人家？？？我是疯了吗（是，你是的。哎，毕竟找到想要的生活，那就得舍弃一些再拼力得到它。,2020-03-13 23:28:00,"(desperation,0.3),(sadness,0.1)"
395,4482160125969893,毕业之后的就业方向,2020-03-13 23:35:00,"(frustration,0.5),(uncertainty,0.3),(anxiety,0.2)"
396,4486873202258037,【#朱广权提醒你衣物增减要随机应变#】@朱广权：寒潮来袭，多地降温超过10℃，原本下岗的棉服又有了新的就业出路，走在保暖时尚最前沿还得靠秋裤。春天里气温按下“随机键”，不要被它前两天的温柔欺骗，衣服的增减要随机应变。网上推出了全国乱穿衣预警地图，快来看看你家降温到什么程度？L央视新闻的微博视频,2020-03-26 23:43:00,"(urgency,0.6),(informativeness,0.3),(entertainment,0.1)"
397,4483251639358237,#今明两年事业单位空缺岗主招高校毕业生#政策的倾斜上应该‘一视同仁’，适当照顾一下年龄吧！有些人裸辞式的专门备考各种国家考试，从应届生熬成往届生，还在持续熬的路上。本来就业形式严峻，作为往届生和应届生比更没年龄优势。国考，资源、事业单位资源再倾斜应届生。让那些还拿着低工资挣基层工作经验的往届生如何看？在国考或者事业单位考试上，应该真正实现人才共用机能，别动不动拿应届生或者年龄卡人。姜太公当年不也几十岁才出山，而有所作为吗？某些应届生也别急着反驳，国考没你想的那么简单，没几个人能一次上岸，如果你上岸不成功，也会成为下一个往届生！,2020-03-16 23:52:00,"(frustration,0.4),(injustice,0.3),(disappointment,0.2)"
398,4484697277342117,我们的小工作室因为保（了两个员工）就业而可以获得总共680元的补贴，是上海市发的。,2020-03-20 23:36:00,"(satisfaction,0.2),(relief,0.1)"
399,4484339104769528,闲下来的时候就会想很多。工作还是很愉快呢，可不也辛苦。心里挂念着人。发现自己原来也会被别人提醒一下晚饭。原来还能帮别人解决工作就业问题。原来在毕业后的第一个公司还是很被认可。记得一个人的签名，世界大生命长。太阳照常升起,2020-03-19 23:53:00,"(happiness,0.45),(glad,0.35),(thinking,0.15),(satisfied,0.05)"
400,4486872678133317,江苏：稳就业，政策“组合拳”效果初显O江苏：稳就业，政策“组合拳”效果初显,2020-03-26 23:41:00,"(joy,0.5),(satisfaction,0.3),(hope,0.2)"
401,4619498805794874,作为新学期新入职的辅导员，我们需要在今后的工作中不断积累工作经验，这就需要我们要深刻了解辅导员的工作职责：1、贯彻党的教育方针，围绕全面实施以德育为核心，以创新精神和实践能力为重点的素质教育，开展以思想政治教育为主要内容的学生德育工作，帮助学生树立正确的理想信念、法制意识，养成文明的言谈举止和良好的道德品质，指导学生全面发展。2、经常深入学生课堂和学生宿舍，保持与学生家长、任课教师和学生公寓管理员的联系，了解和掌握学生思想动态，针对学生关心的热点、焦点问题，及时进行教育和引导，化解矛盾冲突，及时报告和处理有关突发事件，维护好校园安全和稳定。3、加强学风建设，帮助学生明确学习目的，端正学习态度，养成良好的学习习惯，激励学生勤奋学习，立志成才，掌握学生的学习、出勤和考试情况，关心学生的实训、实习等实践教育环节。4、加强学生班级建设和管理，发挥学生班集体在大学生思想政治教育中的重要作用；重视学生骨干队伍的培养，发挥学生党员和入党积极分子的先锋模范作用，发挥团组织和团员的示范作用，培养学生自我教育、自我管理和自我服务的能力。5、关心学生的思想、学习和生活，落实好对经济困难学生资助的有关工作，积极帮助经济困难学生完成学业，为学生的健康成长和全面发展创造有利的条件。6、注重运用各种新的工作载体，特别是网络等现代科学技术和手段，组织协调社会教育资源，指导学生开展第二课堂活动、社团活动、社会实践活动和精神文明建设活动等丰富多彩的教育活动。7、负责学生的综合测评、品德评语、毕业鉴定以及奖学金申报和各类先进的推荐等日常管理及学生档案信息资料的收集归档工作；做好入学教育、军训、体检、献血、勤工助学、助学贷款、就业指导等各项工作。8、自考班辅导员按照各自的班级，负责组织自考生报考、缴费、校对工作；负责落实、核对并上报学生学费等有关费用的缴交情况；协助继教部做好新生入学、报到、注册工作。9、负责校友的经常性联络工作。特此分享，也督促自己时刻以上述标准来要求自己，将辅导员工作做好，早日成为同学们的良师益友。@运城师专学生处,2021-03-27 23:10:00,"(happiness,0.6),(glad,0.3),(welcome,0.1)"
402,4632166649038740,西藏：擦亮非遗这张高原特色“文化名片”《光明日报》本报记者尕玛多吉04-30“久河卓舞”传承人尼玛（中）在西藏琼结县下水乡小学进行教学表演。新华社发国家级芒康弦子舞传承人次仁旺堆。觉安拉姆摄/光明图片西藏古籍保护中心的工作人员修复珍贵藏文濒危古籍文献。新华社发在西藏昌都市卡若区嘎玛乡的民族手工艺培训基地，学员在学习画唐卡。新华社发【新阶段新理念新征程·推进社会主义文化强国建设】西藏是文化资源大区，包括民间文学、传统舞蹈、传统戏剧、传统美术等在内的非物质文化遗产，底蕴深厚、历史悠久、形态多样，是中华民族优秀传统文化宝库中一朵绚丽的奇葩。习近平总书记在党的十九大报告中强调，文化是一个国家、一个民族的灵魂。文化兴国运兴，文化强民族强。没有高度的文化自信，没有文化的繁荣兴盛，就没有中华民族伟大复兴。《中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要》提出，强化重要文化和自然遗产、非物质文化遗产系统性保护，推动中华优秀传统文化创造性转化、创新性发展。西藏启动非物质文化遗产保护工作以来，紧紧围绕加快建设“重要的中华民族特色文化保护地”的目标，不断激活非物质文化遗产资源，使古老文化在传承创新中焕发出澎湃活力，藏戏、格萨尔、藏医药、唐卡等一大批曾经散落高原的民间文化瑰宝，正凝聚成一股自信、自强的昂扬力量，成为高原敞开怀抱走向世界的一张张亮丽文化名片。从传承人到传承人群活态传承迈入新时代“这次展览的一大亮点，是作品设计新颖、技法相当成熟，其中不少作品出自80后甚至90后青年作者之手。”2021年3月30日起，为期一个月的“沃塘瑰宝—拉萨市非物质文化遗产代表性项目展”在拉萨市柳梧新区西藏牦牛博物馆开展，这次展出包括藏文书法、唐卡、木雕制作等169件作品，涉及20余种非遗项目。“大批年轻人成长起来，让我看到了非遗传承的光明前景。”国家级非物质文化遗产唐卡勉唐派传承人、西藏大学艺术学院首位教授和硕士研究生导师丹巴绕旦说，“我是1959年前从事唐卡绘画至今的3位画师之一，而目前全自治区能独立完成作品的唐卡画师有1000多位，其中20多岁到30多岁的年轻一代画师成为人数最多，且作品也很丰富的骨干群体。”为壮大传承人队伍，示范带动相关项目活态传承和有效保护，西藏用10年时间，基本建立健全了四级非物质文化遗产传承人名录体系，藏戏、格萨尔、藏医药浴法3个代表性项目入选联合国教科文组织人类非物质文化遗产代表作名录，89项、96人入列国家级非物质文化遗产代表性名录和传承人，460项、522人入列自治区级代表性名录和传承人，2030项、1050人入选市县级名录。“传承人队伍建设是非遗保护与传承的核心，只有拥有了一批稳定的传承人队伍，非遗保护工作才有了支点。”西藏自治区文化厅二级巡视员吉吉说。截至目前，中央财政已累计投入1.7亿多元用于非遗代表性项目保护、代表性传承人记录工程、传承人群普及培训及扶持传承人开展传习活动等。西藏财政投入4753.9万元，加大了对传承人群的扶持力度，先后命名159个自治区非遗传习基地，16个生产性保护基地，8个自治区非遗特色县乡村。同时，积极落实“中国非遗传承人群研修研习培训计划”相关要求，举办唐卡、传统雕塑及藏戏传承人群普及培训班9期，累计培训306人。这一系列举措进一步拓宽了非遗活态传承新路子，为更多包括普通从业者在内的新一代传承人群创造更好的成长条件。“从传承人到传承人群社会化的培养，西藏非遗活态传承迈入了新的时代。”吉吉说。数字化保护传承让非遗“活”在更广阔的舞台“截至2020年年底，随着传统藏戏《文成公主》实现数字化、舞台化，自2013年启动的西藏传统八大藏戏数字化舞台化工程已顺利完成了6部剧。”西藏自治区藏剧团团长边点旺久表示，传统藏戏广场化的演出形式不利于藏戏艺术的传承发展，数字化、舞台化不仅仅利用现代化的声光电等技术，为观众带来了更好的观赏体验，还通过互联网、云共享为藏戏的传播提供了方便快捷的途径。藏戏历史悠久，约起源于600多年前，是一门集歌舞、表演、说唱、文学于一体的综合艺术。藏戏有白面具戏、蓝面具戏之分。蓝面具戏在流传过程中因地域不同形成了觉木隆藏戏、迥巴藏戏、香巴藏戏、江嘎尔藏戏等四大流派和八大经典剧目。西藏非遗数字化保护工作涵盖传统音乐、舞蹈、技艺等10个种类，主要针对传承人及其项目，通过先进技术分类整理后，全方位展示其“基因”信息，立体记录和再现其原生态风貌。非遗数字化保护不断推进，有效解决了“人走艺亡”“人亡歌歇”的难题。目前，西藏国家级和自治区级非遗传承人普查建档和数字化保护工作基本完成，大批传承人的图文、音视频等全媒体资料陆续纳入统一的数据库。昌都是康巴文化腹地，康巴文化作为藏文化的重要组成部分，彰显着康巴藏族果敢豪放的个性特征与多元文化复合的地域特色。昌都市文化局党组书记德嘎旺姆说，作为国家首批非遗数字化保护试点中唯一的少数民族试点地市，昌都已完成对芒康弦子、丁青热巴、芒康盐井古盐制作技艺等8项国家级非遗的数字化整理、收集、记录工作，实现了古老文化与技艺的现代化技术保护，数字化成果登上了全国非遗数字化保护管理共享平台。截至目前，西藏已实施35名国家级、自治区级代表性传承人的记录工程，首个格萨尔王多媒体资源库建成并投入使用，完成了30种传统舞蹈、藏戏、藏医药文化等非遗数字化工作。“做好数字化保护工作，将有助于延续非遗历史文脉，确保民族优秀文化遗产永世长存。”吉吉说，目前西藏已进入利用多媒体互动展示、互联网、大数据等现代技术手段，以数字化和交互性的创新服务方式传承保护非遗的新阶段，让非遗“活”在了更广阔舞台上。“非遗+”，古老文化遗产焕发新生机不久前结束的林芝市“桃花节”，带动了当地旅游持续升温。在国家5A级景区巴松错景区，如织的游人白天饱览“东方瑞士”的旖旎风光后，晚上还能欣赏和参与藏族农牧民群众在篝火旁的“锅庄”“箭舞”表演。“西藏有丰富的旅游资源，2020年全自治区共接待游客3500多万人次，推动非遗与旅游的融合发展，有助于传播独特的非遗文化，给古老的非遗带来了新的发展机遇。”西藏自治区文化厅厅长晋美旺措说。2021年年初，西藏非遗博物馆首次对外免费开放参观，同时，西藏文化旅游创意园区首届艺展节也在该博物馆内拉开帷幕，吸引了来自全国各地的文创人员及游客观展。展览分为西藏非遗博物馆首展、百幅唐卡展、先锋剧目、文创品大赛、创意集市、传承人联谊会、招商推介及区块链技术拍卖会8大主题，旨在培育、发展及激活文化和旅游园区市场。“非遗+旅游”“非遗+生态”“非遗+扶贫”……近年来，西藏文化部门不断探索非遗文化的创造性转化和创新性发展，越来越多的非遗文化开始寻找传统文化和现代生活的接入点。在藏香故里拉萨市尼木县，当地通过设立非遗扶贫就业工坊、开发藏香主题旅游景点、景区，以旅游业带动藏香产业发展。吞达村藏香制作技艺的传承人次仁多吉，就把自家的藏香制作工坊打造成了一个旅游景点，既吸引不少游客前来参观，也给自己生产的藏香打开了销路。来自浙江杭州的游客钱女士说：“亲身体验藏香的制作过程，让我近距离感受到了西藏文化的独特魅力，非常有意义。”西藏自治区区级非遗项目中，包括藏香在内的传统工艺类有201项，其中16项入选《第一批国家传统工艺振兴目录》。截至2020年10月，全区共设立非遗扶贫工坊108家。其中，在2020非遗与旅游融合发展优秀实践案例评选中，“拉萨市尼木县吞达村非遗扶贫工坊”从全国179个案例中脱颖而出，成功入选优秀实践案例。“非遗扶贫就业工坊的设立是‘非遗+’的一个探索，从脱贫攻坚到乡村振兴，今后要做的工作还有很多。”晋美旺措说，下一步，我们将以文化为底色，以创意为线条，融合现代科技，实现“非遗+旅游”等跨界合作与融合发展，让更多的非遗元素进入当代人的生活，最终使非遗文化实现在传承中创新、在创新中发展，把非遗这张高原特色文化名片越擦越亮。（本报记者尕玛多吉）责任编辑孟曼迪打开光明日报客户端,2021-05-01 22:07:00,
403,4618781948647789,#考研#这两天的考研热情渐渐降下去了，或许这真正的考研才刚刚开始刚开始的时候，我们总会给你自己定一个个鸿远的目标，在搜索目标院校是仿佛站在山之巅，指点江山。想起了小时候自己想上什么大学，脱口而出就是我要上清华，我要考北大。可渐渐地，我们上了初中，考清华北大的心声少了许多，上了高中之后，如果再提起上清北，好像一个滑稽的事情。考研也是如此，现在已经过了那个考清北的时期，现在考研时期就是当初的初中，对自己有了一定的了解，原来我没有考清北的能力。原来我没有考上莫某大学研究生的能力。接下来就是回去平静，回归最初对自己一个全面的了解，这样梦想才会离我们更进一步。当然感谢前段的高昂激情的岁月，也许这才是青春。今天上就业指导课时，老师让我们分享自己之后的决定，每个人都是选择考研，当然这是一件好事，但同时也是一件坏事。好在于我们渴望更好的平台，资源，环境，求职背景；坏的是当每个人都选择考研时，前方的道路就窄了，看不到之后的路……,2021-03-25 23:41:00,"(frustration,0.4),(disappointment,0.3),(determination,0.2),(regret,0.1)"
404,4623486104637582,#长沙身边事#【#长沙白领春季求职平均月薪8586元#】《2021年春季中国雇主需求与白领人才供给报告》数据显示，2021年春季长沙地区职场竞争指数43，位居全国第14名，环比上升11.6；长沙春季求职期的平均薪酬为8586元/月，较上一季度薪酬上升1.3%，同比上涨4.5%。“长沙地区竞争指数上升，主要是春季求职季简历投递数量同比上涨52.9%，高于招聘职位数增幅，进而带动了就业竞争形势加剧。”智联招聘人力资源专家介绍，比如长沙地区房地产/建筑/建材/工程行业的竞争指数最高，达到84.5，绝对值同比上升12.8。从供需两端来看，主要是因为第一季度中，该行业简历投递量同比扩张52.3%，高于招聘需求规模25.1%的增速，因此竞争程度较去年同期更激烈。此外，长沙地区第一季度竞争热度排在第二的行业是大型设备/机电设备/重工业，互联网/电子商务行业以50.4的竞争指数排在第三，物业管理/商业中心行业和快速消费品（食品/饮料/烟酒/日化）行业的竞争指数分别位列第四和第五。（记者王智芳通讯员唐清莹）,2021-04-07 23:14:00,"(urgency,0.4),(positivity,0.3),(competition,0.2),(optimism,0.1)"
405,4622770207982417,O数十万活人住在墓地里，究竟有何隐情？|地球知识局数十万活人住在墓地里，究竟有何隐情？|地球知识局风云之声今天以下文章来源于地球知识局，作者樊学长图片关注风云之声提升思维层次导读希望自己不朽的苏丹与埃米尔们将墓地修成豪宅。他们怎么会想到，当埃及陷入长期衰落，政权也发生更迭后，他们想象中宁静的永恒乐园，变成了喧闹的贫民窟。图片(⊙_⊙)每天一篇全球人文与地理微信公众号：地球知识局NO.1887-埃及死人城作者：豹妹制图：孙绿/校稿：辜汉膺/编辑：养乐多近代以来，随着世界人口不断膨胀，住宅用地需求也在不断增加。人口向大城市集聚，又导致大城市地价寸土寸金。另一方面，不论乡村或是城市，墓地价格也在不断膨胀。受到传统观念的影响，拆不动的墓地在各国普遍出现，却成为讳莫如深的问题。世界上，死人与活人抢地最严重的可能就是埃及了。历史上埃及向来崇尚厚葬，一千年前的统治阶级把陵墓修成房间的样式，占据了开罗的大片土地，如今开罗的一些穷人索性住进了这些“阴宅”中，形成了一个令人哭笑不得的抢宅循环。埃及厚葬之风的标志建筑恐怕就是金字塔了不过今天要讲的是另一种“城市陵墓”（图：shutterstock）▼图片建造死人城埃及全境除了北部部分沿海地区为地中海气候，其余领土皆为热带沙漠气候，平均年降雨量仅仅为80mm。事实上，埃及的地中海气候也非常不典型，降雨量非常稀少，仰仗海风带来的湿润空气增加了湿度，才使这里不至于像沙漠那么干燥酷热。地中海气候在地中海周边的分布并不均匀主要分布在北岸和西岸，在东南方向则尤其少也就是撒哈拉沙漠在埃及和利比亚的沿海部分▼图片利比亚北部城市班加西尚有268mm的年降雨量，埃及最湿润的城市亚历山大港降雨量仅有200mm左右。如果没有尼罗河的滋养，埃及的自然条件会比利比亚更不适宜人类居住。相比于少得可怜的降雨尼罗河才是埃及的生命线城市和人口沿着河流展开，在三角洲最为密集（底图：shutterstock）▼图片气候越干燥，水资源就显得越重要。尼罗河作为世界第一长河，为埃及带来了弥足珍贵的水资源，也带来了丰水期时顺流而下、枯水期时浮出水面的河底淤泥。这让尼罗河河谷成为沙漠中的农业乐土。这种不太稳定的洪水泛滥在现代也是一个问题不过没有洪水也就不会有尼罗河沿岸的繁荣（尼罗河洪水-苏丹喀土穆）（图：shutterstock）▼图片不过，由于埃及气候干旱，农业需要灌溉才能发展，受制于水资源分布，埃及适宜人类居住的土地并不充沛。从古埃及起，人类聚落就主要沿河分布，时至今日依旧如此。这导致表面上埃及拥有巨大的方形领土，事实上可耕作的土地仅仅是方形中的一条线，仅占领土的3.9%。一旦人口增长到一定水平，土地供应就会变得非常紧张。从索哈杰到卢克索一段的尼罗河如果水断了，自然就会被沙漠占领（图：shutterstock）▼图片7世纪，阿拉伯人入侵埃及。控制尼罗河三角洲，对于控制埃及这片刚刚被征服的领土来说意义重大，这里北上乘船可以进入地中海，向西可以继续进入利比亚最有价值的领土，逆尼罗河而上可以走遍埃及重要城市，向东可以通过西奈半岛退回阿拉伯帝国牢牢掌控的地区。为了控制埃及，阿拉伯人在尼罗河三角洲与尼罗河河谷交界处建立了一处兵营，这便是开罗这座城市的雏形。在躯干与头颅之间把开罗比作埃及的咽喉真是相当贴切了（底图：shutterstock）▼图片刚刚征服埃及时，阿拉伯人依旧保持着沙漠游牧民的朴素传统，推崇薄葬。阿拉伯文化在影响埃及的同时，埃及当地人的习俗和生活方式也在影响着阿拉伯人。埃及本土有厚葬传统，虽然埃及先后被多种其他文明征服，语言、信仰和生活习惯被同化，但是埃及的主体民族毕竟占人口的大多数，即使文化上不再占据优势地位，一些生活习惯和社会习俗还是会被继承下来，比如厚葬之风。大金字塔离开罗城并没有很远阿拉伯人看得久了不知会不会心生羡慕（图：shutterstock）▼图片后来，建国于突尼斯一带的法蒂玛王朝（绿衣大食）征服了埃及，其文化传统开始影响埃及上层，其中就包括修建带有圆顶的豪华陵墓。13世纪时，一群被称为“马穆鲁克”的军事奴隶成功上位，成为埃及的统治者，他们掀起了一波建设奢侈建筑的狂潮。马穆克林王朝类似于军事寡头统治，统治阶层是数目不小的军事将领，他们之间既有合作，也有竞争。对于他们来说，生活奢侈并热衷于建筑，既是一种展示实力、笼络人心的手段，又是将领间地位竞争的一部分。从法蒂玛王朝到阿尤布王朝到马穆鲁克王朝其背景是阿拉伯帝国分崩离析以至灭亡北非和埃及陷入军阀贵族统治的时代马穆鲁克王朝本身也是靠抗击蒙古起家▼图片他们斥巨资邀请优秀的建筑师，用当时伊斯兰世界最先锋的结构、材料和审美，为公众营建清真寺、水井，为自己修筑可以拿出来炫耀的陵墓。马穆鲁克长期接受宗教教育，非常看重死后的世界。为了匹配将领们自吹自擂的“战功”，这些陵墓不但石棺和墓碑要极尽奢华，石棺最好还能放在一个房间里，房间外面还要隔出一道墙。这陵墓修得相当豪华（图：wikipedia@Manadily）▼图片为了方便亲属凭吊，这些房间变得越来越实用化，久而久之，开罗的豪华陵墓开始朝着“事死如事生”的审美发展。在开罗东郊的萨拉丁城堡东北、东南两侧，一代代自矜功伐的将领、大臣都安葬于此，形成了蔓延几英里的庞大豪华墓葬群——死人城。即使在现代的开罗这“死人城”的规模也是很大了（横屏观看）（图：shutterstock、wikipedia）▼图片死人城复活20世纪以后，埃及人也享受到了工业化的红利，特别是在1952年纳赛尔领导的自由军官组织建立共和国以后。当时，苏联为了奖励纳赛尔政府推行阿拉伯社会主义，给予了埃及大量援助，助力其实现工业化。再加上埃及将苏伊士运河收归国有后，坐地收钱，并用于提高国民福利。于是，埃及人口迅速膨胀，自家农田生产的粮食已经无法自给，曾经的罗马粮仓变成了粮食进口国。几十年下来，埃及已经一亿人口了▼图片人口激增，可耕地却是有限的，生存压力迫使大量农业人口进入城市讨生活。虽然埃及的经济水平较为落后，但是开罗集中了大量公共部门、工业和商业，就业机会相较于其他城市更多，开罗便成为了最大的人口流入地。进城未必就能过上中产阶级的生活但即使城市贫民，也不太想回农村种地（图：shutterstock）▼图片整个20世纪，开罗的人口从60万激增到1200万，超过了经济水平、就业岗位的增速。这导致大部分开罗居民供职于地下经济，收入微薄，缺少保障。这是因为，城市贫民法律意识普遍淡薄，受生活所迫难免选择赚取违法的快钱。生活境遇造成的失落与愤怒让贫民区变成了一个火药库，一旦出现社会案件的火星，就可能点燃这一群体积蓄已久的怒火。“阿拉伯之春”刚过去十年，记忆还非常清晰在政府看来，稳定重于一切（图：shutterstock）▼图片为了解决虚假城市化带来的巨大隐患，埃及政府从萨达特时代便希望通过修建卫星城疏导过剩的人口。1981年政府的436个内地发展项目中，71%在开罗及其周边，其结果是，形成了一个更加臃肿的大开罗。全国人口被进一步吸引到开罗周边。甚至还有庞大的“新开罗”计划但基础设施供给增加，进城的人口只会更多关键在于如何让他们都有稳定的工作和收入（图：googlemap）▼图片埃及政府还试图通过限制建造新住宅的方式，限制人口增长，一方面导致开罗的住房需求在上升，而住房供给却在萎缩，于是从事地下行业的人口被赶进了“地下”的住房里。欢迎来到死人城（20世纪初的样子）（图：wikipedia@爱德华·斯贝尔尼）▼图片在死人城难以计数的坟墓中，不乏宽敞的建筑，它们已经无人看管，变成了无主之地。从19世纪末期开始，就出现了有人长期定居在此的记录，到上世纪80年代时，死人城人口达到峰值，保守估计超过了十万人，最夸张的数据认为其居民高达百万。未尝不可一住（图：shutterstock）▼图片随着人口增加，死人城渐渐出现了小作坊、食品店，原本死气沉沉的墓地，竟然逐渐凝聚出了烟火气。一些居民一住进来就是一辈子，而他们的后代可能也会延续这样的命运。一大片“死人城”（北区）（图：googlemap）▼图片拯救死人城死人城里住活人，除了居民们生活困难以外，还会带来很多次生问题。首先是文物保护的问题，日常生活会为历史建筑带来日积月累的破坏，这些已经存在了几百年甚至上千年古建筑，可能在人类活动的影响下渐渐消失。北部墓地（上）和南部墓地（下）曾经的样子（图：wikipedia）▼图片图片另一方面，如此多城市贫民集中居住在同一片地区，显然会带来社会治安隐患。更严重的是，如今埃及旅游业贡献了GDP的10%以上，开罗老城区是游客几乎必去的景点，而死人城就在老城区内，如果游客被卷入治安问题，必然会影响埃及旅游业的美誉度。这城市形象可还行？（坟墓改造成住宅）（图：wikipedia）▼图片死人城中并不是所有墓地都源自上千年前，其中有不少是近代以后才修建的。而这片地区如今已经非常靠近开罗的中心区，可谓寸土寸金，而住在墓地里的人当然没有这些墓地的产权，征地并再次开发显然会带来巨大的经济收益。所以埃及政府有时会组织拆迁队，拆掉没有古建筑认证的墓地，让死人城的居民们为经济让路。给活人住的商品房住不起给死人住的改造改造也还行（图：shutterstock）▼图片一些国际组织同样参与到死人城的保护中，他们希望在住户配合的前提下，完成对这些古建筑的修缮。随着旅游经济的发展，埃及老城区周边的房租变得越来越贵，传统手工业难以负担这样的价格。这些以吹玻璃、手工皮具、珠宝加工为代表的小作坊，在一个欧盟项目的引导下也进入死人城。虽然看上去破，但也藏着数十万人的人生其实这里已经形成了独特的社区关系如果时间更久，甚至会有某种城市文化（图：shutterstock）▼图片埃及政府也在改变思路，开始为死人城修路，清理垃圾，提供公共服务，助力传统工艺品在死人城中复兴。这些工艺品通过新修缮的道路，送到老城区的高档纪念品店中，为埃及旅游经济添砖加瓦。死人跟活人抢地的问题已经是历史遗留问题，甚至墓地本身都可以带来旅游收入，如今再放宽限制，允许活人把死人抢占的地区夺回来，也不失为一种无奈的解决方案。如果很多很多的三代人都住在这里会有确权的一天么？（图：shutterstock）▼图片希望自己不朽的苏丹与埃米尔们将墓地修成豪宅。他们怎么会想到，当埃及陷入长期衰落，政权也发生更迭后，他们想象中宁静的永恒乐园，变成了喧闹的贫民窟。甚至连他们的墓碑、石棺都有可能被当作简易的家具二次利用，自己的骸骨反而变成了家庭角落里的附属品。这不无讽刺的一幕，揭示了世人都不得不接受的苍白现实，没有人能够战胜死亡，更没有人能依靠华丽的陵寝获得不朽。为了一份清净，还是把世界留给活人吧。庇护死人，也庇护穷人苏丹和埃米尔们也算是回馈人民群众了（图：shutterstock）▼图片参考文献：1.O网页链接2.O网页链接3.O网页链接4.O网页链接5.O网页链接,2021-04-05 23:49:00,
406,4618413378634771,脑子里突然蹦出一个画面我和江淼刚刚见完填报志愿的老师在江淼家小区里江淼在纠结选什么专业比较好就业那天风很大我蹲在地上说要选自己喜欢的又巴拉巴拉说了一大堆她说你说的有点道理后来填志愿的老师把文件发给我我很不满意又自己熬了好几天给自己填了志愿最后报考那天我一直没填报那个老师给我打电话对我大喊说要是出问题让我自己负责现在想想我也不知道自己有没有后悔不知道我的选择是对是错人生就是这样吧没有绝对的实力就要面对许多这种纠结的时刻希望我的每一个选择都刚刚好,2021-03-24 23:16:00,"(frustration,0.4),(disappointment,0.3),(ambivalence,0.1)"
407,4632167231525477,马嘉祺📝#陪马嘉祺背单词#2021年5月1日出关倒计时38天【晚安！背词人】1⃣️development[dɪˈveləpmənt]n.发展2⃣️employment[ɪmˈplɔɪmənt]n.雇用;就业3⃣️brightness[ˈbraɪtnəs]n.明亮4⃣️agriculture[ˈæɡrɪkʌltʃər]n.农业5⃣️economic[ˌiːkəˈnɑːmɪk]adj.经济的今日推荐产出：O网页链接@时代少年团队长-马嘉祺O网页链接,2021-05-01 22:09:00,"(happiness,0.5),(excitement,0.3),(proud,0.2),(satisfaction,0.1),(curiosity,0.1)"
408,4622771726847504,人间小熨斗人生就是一连串的抉择，每个人的前途与命运，完全把握在自己手中，只要努力，终会有成。就业也好，择业也罢，创业亦如此，不要活在别人的嘴里，不要活在别人的眼里，而是把命运握在自己手里。,2021-04-05 23:55:00,"(positivity,0.7),(determination,0.3)"
409,4621317690887135,港澳居民大礼包来了！在深入学、就业、住房享受市民待遇！O港澳居民大礼包来了！在深入学、就业、住房享受市民待遇！,2021-04-01 23:37:00,"(joy,0.7),(excitement,0.3),(gratitude,0.2),(satisfaction,0.1)"
410,4618778678395333,上周熬大夜研究美国疫情时代下的就业情况本周熬大夜研究前苏格拉底式的古希腊哲学,2021-03-25 23:28:00,"(sadness,0.4),(frustration,0.3),(confusion,0.2)"
